sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,Paper ID,Reference DOI,sourceTaxonName,interactionTypeName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Pollachius virens,Lacuna vincta,Subtidal,Intertidal,NA,NA,Pollachius virens,eats,Lacuna vincta,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:1343,Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,EOL:619379,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
Pollachius virens,Lacuna vincta,Subtidal,Intertidal,262,10.1111/j.1095-8649.1994.tb01080.x,Pollachius virens,preys on,Lacuna vincta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pollachius virens,Myoxocephalus,Subtidal,Subtidal,NA,NA,Pollachius virens,eats,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Pollachius virens,Myoxocephalus,Subtidal,Subtidal,251,NA,Pollachius virens,preys on,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pollachius virens,Myoxocephalus scorpius,Subtidal,Subtidal,NA,NA,Pollachius virens,eats,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Pollachius virens,Myoxocephalus scorpius,Subtidal,Subtidal,251,NA,Pollachius virens,preys on,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pollachius virens,Mytilus edulis,Subtidal,Both,NA,NA,Pollachius virens,preys on,Mytilus edulis,NA,NA,NA,NA,NA,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Pollachius virens,Obelia,Subtidal,Subtidal,NA,NA,Pollachius virens,eats,Obelia geniculata,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:1343,Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,EOL_V2:203229,Animalia | Cnidaria | Hydrozoa | Leptothecata | Campanulariidae | Obelia | Obelia geniculata,NA,NA,NA,NA,NA
Pollachius virens,Obelia,Subtidal,Subtidal,262,10.1111/j.1095-8649.1994.tb01080.x,Pollachius virens,preys on,Obelia geniculata,scottish sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pollachius virens,Pollachius virens,Subtidal,Subtidal,NA,NA,Pollachius virens,eaten by,Pollachius virens,NA,NA,NA,NA,NA,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Pollachius virens,Pollachius virens,Subtidal,Subtidal,NA,NA,Pollachius virens,eats,Pollachius virens,NA,NA,NA,NA,NA,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Pollachius virens,Pollachius virens,Subtidal,Subtidal,257,10.1002/iroh.19610460311,Pollachius virens,preys on,Pollachius virens,barents sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pollachius virens,Semibalanus balanoides,Subtidal,Intertidal,NA,NA,Pollachius virens,eats,Semibalanus balanoides,NA,NA,NA,NA,NA,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
Pollachius virens,Semibalanus balanoides,Subtidal,Intertidal,236,10.2307/5416,Pollachius virens,preys on,Semibalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Amphipoda,Subtidal,Both,NA,NA,Pseudopleuronectes americanus,eats,Amphipoda,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:524,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,EOL_V2:1158,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Botryllus schlosseri,Subtidal,Subtidal,167,NA,Pseudopleuronectes americanus,preys on,Botryllus schlosseri,Great Bay Estuary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Cancer irroratus,Subtidal,Subtidal,NA,NA,Pseudopleuronectes americanus,eats,Cancer irroratus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:524,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Cancer irroratus,Subtidal,Subtidal,NA,NA,Pseudopleuronectes americanus,preys on,Cancer irroratus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:524,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Echinarachnius parma,Subtidal,Subtidal,NA,NA,Pseudopleuronectes americanus,eats,Echinarachnius parma,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:524,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,WORMS:158062,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Isopods,Subtidal,Intertidal,NA,NA,Pseudopleuronectes americanus,eats,Isopoda,NA,NA,NA,NA,NA,NA,EOL_V2:220101,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,ITIS:92120,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Littorina littorea,Subtidal,Intertidal,167,NA,Pseudopleuronectes americanus,preys on,Littorina littorea,Great Bay Estuary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Mytilus edulis,Subtidal,Both,2381,https://www.proquest.com/docview/303488469?pq-origsite=gscholar&fromopenview=true,Pseudopleuronectes americanus,preys on,Mytilus edulis,"Pemaquid Point, Maine",43.836481,-69.518187,June 1985 to October 1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Ophiopholis aculeata,Subtidal,Subtidal,2381,https://www.proquest.com/docview/303488469?pq-origsite=gscholar&fromopenview=true,Pseudopleuronectes americanus,preys on,Ophiopholis aculeata,"Pemaquid Point, Maine",43.836481,-69.518187,June 1985 to October 1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Strongylocentrotus droebachiensis,Subtidal,Both,2381,https://www.proquest.com/docview/303488469?pq-origsite=gscholar&fromopenview=true,Pseudopleuronectes americanus,preys on,Strongylocentrotus droebachiensis,"Pemaquid Point, Maine",43.836481,-69.518187,June 1985 to October 1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Tectura testinalis,Subtidal,Intertidal,2381,https://www.proquest.com/docview/303488469?pq-origsite=gscholar&fromopenview=true,Pseudopleuronectes americanus,preys on,Testudinalia testudinalis,"Pemaquid Point, Maine",43.836481,-69.518187,June 1985 to October 1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Testudinalia testudinalis,Subtidal,Both,2381,https://www.proquest.com/docview/303488469?pq-origsite=gscholar&fromopenview=true,Pseudopleuronectes americanus,preys on,Testudinalia testudinalis,"Pemaquid Point, Maine",43.836481,-69.518187,June 1985 to October 1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes americanus,Urophycis regia,Subtidal,Subtidal,NA,NA,Pseudopleuronectes americanus,eaten by,Urophycis regia,NA,NA,NA,NA,NA,NA,EOL_V2:220101,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,EOL_V2:206060,Animalia | Chordata | Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Ptilota serrata,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Ptilota serrata,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:109043,Florideophyceae | Ceramiales | Ceramiaceae | Ptilota | Ptilota serrata,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Ptilota serrata,Strongylocentrotus droebachiensis,Subtidal,Both,892,10.1111/j.1529-8817.2005.00078.x,Ptilota serrata,preyed upon by,Strongylocentrotus droebachiensis,Mingan Islands,50.2000129,-67.9824219,1998-2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharina latissima,Buccinum undatum,Subtidal,Subtidal,NA,NA,Saccharina latissima,eaten by,Buccinum undatum,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Saccharina latissima,Cancer irroratus,Subtidal,Subtidal,NA,NA,Saccharina latissima,eaten by,Cancer irroratus,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Saccharina latissima,Carcinus maenas,Subtidal,Both,NA,NA,Saccharina latissima,eaten by,Carcinus maenas,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Saccharina latissima,Lacuna vincta,Subtidal,Intertidal,NA,NA,Saccharina latissima,eaten by,Lacuna vincta,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
Saccharina latissima,Littorina littorea,Subtidal,Intertidal,NA,NA,Saccharina latissima,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Saccharina latissima,Littorina obtusata,Subtidal,Intertidal,NA,NA,Saccharina latissima,eaten by,Littorina obtusata,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
Saccharina latissima,Littorina saxatilis,Subtidal,Intertidal,NA,NA,Saccharina latissima,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Saccharina latissima,Membranipora membranacea,Subtidal,Both,103,10.3354/meps12287,Saccharina latissima,has epiphyte,Membranipora membranacea,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharina latissima,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Saccharina latissima,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Saccharina latissima,Tectura testinalis,Subtidal,Intertidal,NA,NA,Saccharina latissima,eaten by,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Saccharina latissima,Testudinalia testudinalis,Subtidal,Both,NA,NA,Saccharina latissima,eaten by,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Saccorhiza dermatodea,Buccinum undatum,Subtidal,Subtidal,NA,NA,Saccorhiza dermatodea,eaten by,Buccinum undatum,NA,NA,NA,NA,NA,NA,GBIF:5422621,Chromista | Ochrophyta | Phaeophyceae | Tilopteridales | Phyllariaceae | Saccorhiza | Saccorhiza dermatodea,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Saccorhiza dermatodea,Littorina saxatilis,Subtidal,Intertidal,NA,NA,Saccorhiza dermatodea,eaten by,Littorina saxatilis,NA,NA,NA,NA,NA,NA,GBIF:5422621,Chromista | Ochrophyta | Phaeophyceae | Tilopteridales | Phyllariaceae | Saccorhiza | Saccorhiza dermatodea,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Saccorhiza dermatodea,Strongylocentrotus droebachiensis,Subtidal,Both,NA,NA,Saccorhiza dermatodea,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,GBIF:5422621,Chromista | Ochrophyta | Phaeophyceae | Tilopteridales | Phyllariaceae | Saccorhiza | Saccorhiza dermatodea,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Semibalanus balanoides,Asterias forbesi,Intertidal,Subtidal,136,NA,Semibalanus balanoides,preyed upon by,Asterias forbesi,Maine,NA,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semibalanus balanoides,Asterias rubens,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,preyed upon by,Asterias rubens,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Semibalanus balanoides,Cancer irroratus,Intertidal,Subtidal,979,10.1016/j.jembe.2013.09.021,Semibalanus balanoides,preyed upon by,Cancer irroratus,"Saco Bay, Gulf of Maine",39.7714278,-74.9061159,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semibalanus balanoides,Carcinus maenas,Intertidal,Both,126,10.1007/s10530-008-9305-3,Semibalanus balanoides,preyed upon by,Carcinus maenas,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semibalanus balanoides,Hemigrapsus sanguineus,Intertidal,Intertidal,981,10.3354/meps339221,Semibalanus balanoides,preyed upon by,Hemigrapsus sanguineus,"Black Rock Harbor, Bridgeport, Connecticut",39.7714278,-74.9061159,2003-2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semibalanus balanoides,Myoxocephalus,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,eaten by,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Semibalanus balanoides,Myoxocephalus,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,preyed upon by,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Semibalanus balanoides,Myoxocephalus scorpius,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,eaten by,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Semibalanus balanoides,Myoxocephalus scorpius,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,preyed upon by,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Semibalanus balanoides,Nucella lapillus,Intertidal,Intertidal,NA,NA,Semibalanus balanoides,eaten by,Nucella lapillus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,FBC:SLB:SpecCode:5100,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
Semibalanus balanoides,Nucella lapillus,Intertidal,Intertidal,51,10.1098/rspb.2016.2590,Semibalanus balanoides,preyed upon by,Nucella lapillus,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semibalanus balanoides,Pholis gunnellus,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,eaten by,Pholis gunnellus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:212353,Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
Semibalanus balanoides,Pholis gunnellus,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,preyed upon by,Pholis gunnellus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:212353,Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
Semibalanus balanoides,Pollachius virens,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,eaten by,Pollachius virens,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Semibalanus balanoides,Pollachius virens,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,preyed upon by,Pollachius virens,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Semibalanus balanoides,Strongylocentrotus droebachiensis,Intertidal,Both,NA,NA,Semibalanus balanoides,eaten by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Semibalanus balanoides,Strongylocentrotus droebachiensis,Intertidal,Both,NA,NA,Semibalanus balanoides,preyed upon by,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Semibalanus balanoides,Tautoga onitis,Intertidal,Subtidal,NA,NA,Semibalanus balanoides,preyed upon by,Tautoga onitis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,FBC:FB:SpecCode:458,Actinopterygii | Perciformes | Labridae | Tautoga | Tautoga onitis,NA,NA,NA,NA,NA
Sphacelaria cirrosa,Carcinus maenas,Intertidal,Both,NA,NA,Sphacelaria cirrosa,eaten by,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL:916498,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Sphacelaria cirrosa,Cyclopterus lumpus,Intertidal,Subtidal,NA,NA,Sphacelaria cirrosa,eaten by,Cyclopterus lumpus,NA,NA,NA,NA,NA,NA,EOL:916498,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,NA,NA,NA,NA
Sphacelaria cirrosa,Littorina littorea,Intertidal,Intertidal,NA,NA,Sphacelaria cirrosa,eaten by,Littorina littorea,NA,NA,NA,NA,NA,NA,EOL:916498,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Spirorbis,Carcinus maenas,Intertidal,Both,144,NA,Spirorbis,preyed upon by,Carcinus maenas,"Ft. Stark, Newcastle, NH",43.05735232,-70.71161012,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirorbis,Hemigrapsus sanguineus,Intertidal,Intertidal,144,NA,Spirorbis,preyed upon by,Hemigrapsus sanguineus,"Ft. Stark, Newcastle, NH",43.05735232,-70.71161012,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirorbis,Homarus americanus,Intertidal,Subtidal,NA,NA,Spirorbis,eaten by,Homarus americanus,NA,NA,NA,NA,NA,NA,GBIF:2327769,Animalia | Annelida | Polychaeta | Sabellida | Serpulidae | Spirorbis,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Spirorbis,Nucella lapillus,Intertidal,Intertidal,NA,NA,Spirorbis,eaten by,Nucella lapillus,NA,NA,NA,NA,NA,NA,EOL:52351,Animalia | Annelida | Polychaeta | Sabellida | Serpulidae | Spirorbis,NA,FBC:SLB:SpecCode:5100,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
Spirorbis,Nucella lapillus,Intertidal,Intertidal,NA,NA,Spirorbis,preyed upon by,Nucella lapillus,NA,NA,NA,NA,NA,NA,NBN:NBNSYS0000178102,Animalia | Annelida | Polychaeta | Sabellida | Serpulidae | Spirorbis,NA,NBN:NBNSYS0000188539,Biota | Animalia | Mollusca | Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
