sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,interactionTypeName,Paper ID,Reference DOI,sourceTaxonName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Hemigrapsus sanguineus,Semibalanus balanoides,Intertidal,Intertidal,preys on,125,10.1651/C-2530,Hemigrapsus sanguineus,Semibalanus balanoides,Black Rock Harbor CT,41.14666667,-73.225,3/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Spirorbis,Intertidal,Intertidal,preys on,144,NA,Spirorbis,Hemigrapsus sanguineus,"Ft. Stark, Newcastle, NH",43.05735232,-70.71161012,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Anomia simplex,Subtidal,Both,preys on,2402,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/influence-of-invasive-ascidian-diets-on-the-growth-of-the-sea-star-henricia-sanguinolenta/F236C4802E884CC1E4F020BC3B6FAB9A,Henricia sanguinolenta,Anomia simplex,"York, ME",NA,NA,Seasonal 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Botrylloides violaceus,Subtidal,Both,preys on,1,10.1007/s10530-012-0339-1,Henricia sanguinolenta,Botrylloides violaceus,Gulf of Maine,42.98870833,-70.61611111,1977-2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Botryllus schlosseri,Subtidal,Subtidal,preys on,1,10.1007/s10530-012-0339-1,Henricia sanguinolenta,Botryllus schlosseri,Gulf of Maine,42.98870833,-70.61611111,1977-2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Didemnum albidum,Subtidal,Subtidal,preys on,139,10.3354/meps09025,Henricia sanguinolenta,Didemnum albidum,Gulf of Maine,42.752054,-68.053553,8/2003-9/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Didemnum vexillum,Subtidal,Subtidal,preys on,1,10.1007/s10530-012-0339-1,Henricia sanguinolenta,Didemnum vexillum,Gulf of Maine,42.98870833,-70.61611111,1977-2010,NA,"Cape Neddick 43'09'57.13""N, 70'35'31.23""W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Diplosoma listerianum,Subtidal,Subtidal,preys on,1,10.1007/s10530-012-0339-1,Henricia sanguinolenta,Diplosoma listerianum,Gulf of Maine,42.98870833,-70.61611111,1977-2010,NA,"Appledore island 42'59'19.35""N, 70'36'58.65""W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Mytilus edulis,Subtidal,Both,preys on,2,10.1007/s00227-006-0562-3,Henricia sanguinolenta,Mytilus edulis,"Splintnose Point, Nova Scotia",44.63583333,-63.73916667,8/5/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henricia sanguinolenta,Semibalanus balanoides,Subtidal,Intertidal,preys on,2402,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/influence-of-invasive-ascidian-diets-on-the-growth-of-the-sea-star-henricia-sanguinolenta/F236C4802E884CC1E4F020BC3B6FAB9A,Henricia sanguinolenta,Semibalanus balanoides,"York, ME",NA,NA,Seasonal 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hiatella arctica,Hemigrapsus sanguineus,Intertidal,Intertidal,epibiont of,183,NA,Hiatella arctica,Hemigrapsus sanguineus,"NA",NA,NA,NA,NA,facilitated by the presence of sexually reproductive Sacculina polygenea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Amphipoda,Subtidal,Both,eats,NA,NA,Homarus americanus,Amphipoda,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,EOL_V2:1158,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
Homarus americanus,Asterias forbesi,Subtidal,Subtidal,preys on,2386,https://www.proquest.com/docview/303488469?fromopenview=true&pq-origsite=gscholar,Homarus americanus,Asterias forbesi,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Asterias rubens,Subtidal,Subtidal,preys on,2386,https://www.proquest.com/docview/303488469?fromopenview=true&pq-origsite=gscholar,Homarus americanus,Asterias rubens,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Barnacle,Subtidal,Subtidal,preys on,2386,https://www.proquest.com/docview/303488469?fromopenview=true&pq-origsite=gscholar,Homarus americanus,Balanus balanus,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Boltenia echinata,Subtidal,Subtidal,preys on,63,10.1080/00288330909509983,Boltenia echinata,Homarus americanus,"Northumberland Strait, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Buccinum undatum,Subtidal,Subtidal,preys on,71,10.1006/anbe.1998.1061,Buccinum undatum,Homarus americanus,Gulf of Saint Lawrence,NA,NA,August 1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Cancer borealis,Subtidal,Subtidal,preys on,NA,10.1016/j.jembe.2010.01.008,Homarus americanus,Cancer borealis,central coast of maine,43.9,-69.6,7/1/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Cancer irroratus,Subtidal,Subtidal,preys on,NA,10.1016/j.jembe.2010.01.008,Homarus americanus,Cancer irroratus,central coast of maine,43.9,-69.6,7/1/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Carcinus maenas,Subtidal,Both,eats,NA,NA,Homarus americanus,Carcinus maenas,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Homarus americanus,Carcinus maenas,Subtidal,Both,preys on,NA,10.1651/08-3066.1,Homarus americanus,Carcinus maenas,Appledore Island,42.96666667,-70.61666667,6/1/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Corallina officinalis,Subtidal,Both,eats,NA,NA,Homarus americanus,Corallina officinalis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:113506,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,NA,NA,NA,NA
Homarus americanus,Hiatella arctica,Subtidal,Intertidal,preys on,220,10.2307/2937130,Hiatella arctica,Homarus americanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Homarus americanus,Subtidal,Subtidal,eats,NA,NA,Homarus americanus,Homarus americanus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Homarus americanus,Homarus americanus,Subtidal,Subtidal,preys on,104,10.1080/00028487.2014.931300,Homarus americanus,Homarus americanus,Gulf of St. Lawrence,NA,NA,1999-2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Isopods,Subtidal,Intertidal,eats,NA,NA,Homarus americanus,Isopoda,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,EOL:7230,Animalia | Arthropoda | Malacostraca | Isopoda,NA,NA,NA,NA,NA
Homarus americanus,Lacuna vincta,Subtidal,Intertidal,eats,NA,NA,Homarus americanus,Lacuna vincta,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
Homarus americanus,Lacuna vincta,Subtidal,Intertidal,preys on,NA,NA,Homarus americanus,Lacuna vincta,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
Homarus americanus,Littorina littorea,Subtidal,Intertidal,preys on,2386,https://www.proquest.com/docview/303488469?fromopenview=true&pq-origsite=gscholar,Homarus americanus,Littorina littorea,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Modiolus modiolus,Subtidal,Both,eats,NA,NA,Homarus americanus,Modiolus modiolus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:47658,Bivalvia | Mytiloida | Mytilidae | Modiolus | Modiolus modiolus,NA,NA,NA,NA,NA
Homarus americanus,Modiolus modiolus,Subtidal,Both,preys on,NA,NA,Homarus americanus,Modiolus modiolus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:47658,Bivalvia | Mytiloida | Mytilidae | Modiolus | Modiolus modiolus,NA,NA,NA,NA,NA
Homarus americanus,Mytilus edulis,Subtidal,Both,eats,NA,NA,Homarus americanus,Mytilus edulis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Homarus americanus,Mytilus edulis,Subtidal,Both,preys on,105,10.1016/j.jembe.2013.09.021,Homarus americanus,Mytilus edulis,"Saco Bay, Gulf of Maine",43.44222222,-70.33388889,4/16-11/15/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Ophiopholis aculeata,Subtidal,Subtidal,eats,NA,NA,Homarus americanus,Ophiopholis aculeata,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,EOL:598273,Animalia | Echinodermata | Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
Homarus americanus,Ophiopholis aculeata,Subtidal,Subtidal,preys on,NA,NA,Homarus americanus,Ophiopholis aculeata,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,EOL:598273,Animalia | Echinodermata | Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
Homarus americanus,Pagurus acadianus,Subtidal,Intertidal,preys on,134,NA,Pagurus acadianus,Homarus americanus,Magdalen Islands,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Placopecten magellanicus,Subtidal,Subtidal,preys on,109,10.1139/f79-077,Homarus americanus,Placopecten magellanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Semibalanus balanoides,Subtidal,Intertidal,preys on,105,10.1016/j.jembe.2013.09.021,Homarus americanus,Semibalanus balanoides,"Saco Bay, Gulf of Maine",43.44222222,-70.33388889,4/16-11/15/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Spirorbis,Subtidal,Intertidal,eats,NA,NA,Homarus americanus,Spirorbis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,GBIF:2327769,Animalia | Annelida | Polychaeta | Sabellida | Serpulidae | Spirorbis,NA,NA,NA,NA,NA
Homarus americanus,Strongylocentrotus droebachiensis,Subtidal,Both,eats,NA,NA,Homarus americanus,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Homarus americanus,Strongylocentrotus droebachiensis,Subtidal,Both,preys on,2386,https://www.proquest.com/docview/303488469?fromopenview=true&pq-origsite=gscholar,Homarus americanus,Strongylocentrotus droebachiensis,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Tautogolabrus adspersus,Subtidal,Subtidal,preys on,104,10.1080/00028487.2014.931300,Homarus americanus,Tautogolabrus adspersus,Gulf of St. Lawrence,NA,NA,1999-2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Tectura testinalis,Subtidal,Intertidal,eats,NA,NA,Homarus americanus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Homarus americanus,Tectura testinalis,Subtidal,Intertidal,preys on,2386,https://www.proquest.com/docview/303488469?fromopenview=true&pq-origsite=gscholar,Homarus americanus,Testudinalia testudinalis,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homarus americanus,Testudinalia testudinalis,Subtidal,Both,eats,NA,NA,Homarus americanus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Homarus americanus,Testudinalia testudinalis,Subtidal,Both,preys on,2386,https://www.proquest.com/docview/303488469?fromopenview=true&pq-origsite=gscholar,Homarus americanus,Testudinalia testudinalis,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Agarum clathratum,Intertidal,Subtidal,preys on,JB,NA,Idotea balthica,Agarum clathratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Alaria esculenta,Intertidal,Subtidal,preys on,JB,NA,Idotea balthica,Alaria esculenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Chondrus crispus,Intertidal,Both,preys on,103,NA,Idotea balthica,Chondrus crispus,"Duncan Cove, Halifax, Nova Scotia",44.49795869,-63.52069315,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Cladophora,Intertidal,Intertidal,eats,NA,NA,Idotea balthica,Cladophora,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:10177,Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,EOL:9861,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Cladophorales | Cladophoraceae | Cladophora,NA,NA,NA,NA,NA
Idotea balthica,Dasysiphonia japonica,Intertidal,Subtidal,preys on,200,10.1007/s10530-014-0724-z,Idotea balthica,Heterosiphonia japonica,Canoe Beach Nahant MA,42.41666667,-70.9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Elachista fucicola,Intertidal,Intertidal,eats,80,NA,Idotea balthica,Elachista fucicola,NA,NA,NA,NA,NA,article mentioned feeding preference in introduction but where this data came from is unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Fucus vesiculosus,Intertidal,Intertidal,eats,NA,NA,Idotea balthica,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:10177,Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Idotea balthica,Fucus vesiculosus,Intertidal,Intertidal,preys on,200,10.1007/s10530-014-0724-z,Idotea balthica,Fucus vesiculosus,Canoe Beach Nahant MA,42.41666667,-70.9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Laminaria digitata,Intertidal,Subtidal,preys on,JB,NA,Idotea balthica,Laminaria digitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idotea balthica,Saccharina latissima,Intertidal,Subtidal,preys on,200,10.1007/s10530-014-0724-z,Idotea balthica,Saccharina latissima,Canoe Beach Nahant MA,42.41666667,-70.9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isopods,Colpomenia peregrina,Intertidal,Both,eats,NA,NA,Colpomenia peregrina,Isopoda,NA,NA,NA,NA,NA,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,ITIS:92120,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
Isopods,Ulva lactuca,Intertidal,Intertidal,eats,NA,NA,Ulva lactuca,Isopoda,NA,NA,NA,NA,NA,NA,GBIF:5273309,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,ITIS:92120,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
Lacuna vincta,Agarum clathratum,Intertidal,Subtidal,preys on,9,10.3354/meps11421,Lacuna vincta,Agarum clathratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Bonnemaisonia hamifera,Intertidal,Subtidal,eats,NA,NA,Lacuna vincta,Bonnemaisonia hamifera,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
Lacuna vincta,Ceramium virgatum,Intertidal,Both,preys on,1022,10.1007/s10452-010-9347-3,Ceramium virgatum,Lacuna vincta,University of Rhode Island’s Graduate School of Oceanography,41.492498,-71.419786,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Chondrus crispus,Intertidal,Both,eats,NA,NA,Lacuna vincta,Chondrus crispus,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,FBC:SLB:SpecCode:114937,Florideophyceae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Lacuna vincta,Chondrus crispus,Intertidal,Both,preys on,200,10.1007/s10530-014-0724-z,Lacuna vincta,Chondrus crispus,Canoe Beach Nahant MA,42.41666667,-70.9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Chordaria flagelliformis,Intertidal,Intertidal,eats,NA,NA,Lacuna vincta,Chordaria flagelliformis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,FBC:SLB:SpecCode:113609,Phaeophyceae | Ectocarpales | Chordariaceae | Chordaria | Chordaria flagelliformis,NA,NA,NA,NA,NA
Lacuna vincta,Chordaria flagelliformis,Intertidal,Intertidal,preys on,99,NA,Lacuna vincta,Chordaria flagelliformis,"Cape Neddick, Maine",43.16610727,-70.60968606,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Codium fragile,Intertidal,Both,preys on,99,NA,Lacuna vincta,Codium fragile,"Cape Neddick, Maine",43.16610727,-70.60968606,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Dasysiphonia japonica,Intertidal,Subtidal,preys on,200,10.1007/s10530-014-0724-z,Lacuna vincta,Heterosiphonia japonica,Canoe Beach Nahant MA,42.41666667,-70.9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Desmarestia aculeata,Intertidal,Subtidal,eats,NA,NA,Lacuna vincta,Desmarestia aculeata,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,NA,NA,NA,NA
Lacuna vincta,Desmarestia aculeata,Intertidal,Subtidal,preys on,99,NA,Lacuna vincta,Desmarestia aculeata,"Cape Neddick, Maine",43.16610727,-70.60968606,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Desmarestia viridis,Intertidal,Subtidal,eats,NA,NA,Lacuna vincta,Desmarestia viridis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,FBC:SLB:SpecCode:110416,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,NA,NA,NA,NA
Lacuna vincta,Desmarestia viridis,Intertidal,Subtidal,preys on,149,NA,Lacuna vincta,Desmarestia viridis,"Cape Neddick, Maine",43.16610727,-70.60968606,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Fucus,Intertidal,Intertidal,preys on,127,NA,Lacuna vincta,Fucus,"NA - secondary source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Laminaria digitata,Intertidal,Subtidal,preys on,9,10.3354/meps11421,Lacuna vincta,Laminaria digitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Palmaria palmata,Intertidal,Subtidal,preys on,1194,10.3354/meps260071,Palmaria palmata,Lacuna vincta,"Finnøy, Norway",59.1367567,5.7661452,1995-1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Saccharina latissima,Intertidal,Subtidal,eats,NA,NA,Lacuna vincta,Saccharina latissima,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Lacuna vincta,Saccharina latissima,Intertidal,Subtidal,preys on,200,10.1007/s10530-014-0724-z,Lacuna vincta,Saccharina latissima,Canoe Beach Nahant MA,42.41666667,-70.9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacuna vincta,Ulva lactuca,Intertidal,Intertidal,eats,NA,NA,Lacuna vincta,Ulva lactuca,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3427,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,FBC:SLB:SpecCode:122514,Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,NA,NA,NA,NA
Lacuna vincta,Ulva lactuca,Intertidal,Intertidal,preys on,99,NA,Lacuna vincta,Ulva lactuca,"Cape Neddick, Maine",43.16610727,-70.60968606,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Agarum clathratum,Intertidal,Subtidal,preys on,JB,NA,Littorina littorea,Agarum clathratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Alaria esculenta,Intertidal,Subtidal,eats,NA,NA,Littorina littorea,Alaria esculenta,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,WD:Q967622,| Alaria esculenta,NA,NA,NA,NA,NA
Littorina littorea,Alaria esculenta,Intertidal,Subtidal,preys on,JB,NA,Littorina littorea,Alaria esculenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Ascophyllum nodosum,Intertidal,Both,eats,NA,NA,Littorina littorea,Ascophyllum nodosum,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3442,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,NA,NA,NA,NA
Littorina littorea,Ascophyllum nodosum,Intertidal,Both,preys on,115,10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Littorina littorea,Ascophyllum nodosum,Minas Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Bonnemaisonia hamifera,Intertidal,Subtidal,eats,NA,NA,Littorina littorea,Bonnemaisonia hamifera,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
Littorina littorea,Ceramium virgatum,Intertidal,Both,eats,NA,NA,Littorina littorea,Ceramium virgatum,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,FBC:SLB:SpecCode:110144,Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium virgatum,NA,NA,NA,NA,NA
